id,yas,gelir,kredi_tutari,kredi_suresi_ay,mevcut_borc,borc_gelir_orani,calisma_durumu,egitim,medeni_durum,ev_sahibi,kredi_gecmisi,kredi_onay
845,24,11153,54060,36,21671,1.94,Çalışıyor,Lisans,Dul,Hayır,Gecikmeli,Ret
846,37,9953,32823,12,19154,1.92,İşsiz,Lisans,Dul,Evet,Temiz,Ret
847,65,19078,29110,18,16723,0.88,İşsiz,Lise,Dul,Hayır,Temiz,Onay
848,30,6071,38520,48,815,0.13,Emekli,Lisans,Evli,Hayır,Temiz,Ret
849,56,8743,48955,60,17144,1.96,Çalışıyor,Yüksek,Bekar,Evet,Temiz,Ret
850,61,18698,54298,12,23385,1.25,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
851,52,10006,48351,18,7382,0.74,Öğrenci,Lisans,Dul,Evet,Yeni,Onay
852,42,5821,31804,12,6925,1.19,Emekli,Doktora,Bekar,Evet,Gecikmeli,Ret
853,56,5555,65861,48,9724,1.75,Çalışıyor,Lise,Evli,Evet,Gecikmeli,Ret
854,30,2655,20464,36,1365,0.51,Öğrenci,Doktora,Dul,Evet,Temiz,Ret
855,43,18975,45356,36,11738,0.62,Emekli,Lise,Dul,Evet,Gecikmeli,Ret
856,57,6635,49598,36,3190,0.48,Emekli,Yüksek,Bekar,Hayır,Yeni,Onay
857,23,3165,25587,18,1186,0.37,Öğrenci,Lise,Evli,Hayır,Temiz,Ret
858,47,7540,7635,24,2097,0.28,Öğrenci,Lise,Dul,Hayır,Gecikmeli,Ret
859,64,14978,10541,18,14612,0.98,Çalışıyor,Yüksek,Evli,Hayır,Gecikmeli,Onay
860,20,18639,52513,18,6398,0.34,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
861,55,2715,8680,60,4554,1.68,İşsiz,Doktora,Evli,Hayır,Temiz,Ret
862,44,4502,24819,60,4141,0.92,Öğrenci,Lisans,Bekar,Evet,Gecikmeli,Onay
863,59,19779,61015,12,7978,0.4,Öğrenci,Yüksek,Evli,Hayır,Temiz,Onay
864,23,5478,55475,24,3137,0.57,İşsiz,Doktora,Dul,Evet,Gecikmeli,Onay
865,35,10898,38329,72,4014,0.37,İşsiz,Doktora,Dul,Hayır,Yeni,Ret
866,46,19521,68025,36,13707,0.7,Çalışıyor,Doktora,Dul,Evet,Yeni,Ret
867,34,8762,11613,48,4465,0.51,Emekli,Lise,Bekar,Evet,Temiz,Onay
868,65,14866,44032,48,9636,0.65,Öğrenci,Yüksek,Evli,Hayır,Gecikmeli,Ret
869,57,18829,54972,60,2017,0.11,Çalışıyor,Lisans,Dul,Evet,Yeni,Onay
870,64,16809,9581,72,18890,1.12,Çalışıyor,Doktora,Bekar,Hayır,Yeni,Ret
871,47,3014,44883,24,1581,0.52,Emekli,Yüksek,Dul,Evet,Temiz,Ret
872,26,5822,61748,60,1977,0.34,Çalışıyor,Lisans,Bekar,Hayır,Temiz,Onay
873,51,5831,22640,24,11206,1.92,Çalışıyor,Doktora,Bekar,Hayır,Yeni,Ret
874,64,16756,32361,12,27241,1.63,Çalışıyor,Yüksek,Evli,Evet,Temiz,Onay
875,43,8404,5177,72,11108,1.32,Çalışıyor,Yüksek,Dul,Hayır,Gecikmeli,Ret
876,51,16108,59080,24,18837,1.17,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Ret
877,37,9597,58461,18,7449,0.78,Öğrenci,Yüksek,Evli,Evet,Temiz,Onay
878,37,3208,23975,48,2308,0.72,Çalışıyor,Lisans,Dul,Hayır,Temiz,Ret
879,24,5296,50135,18,9610,1.81,Emekli,Yüksek,Bekar,Hayır,Temiz,Ret
880,36,4370,41922,36,1601,0.37,Çalışıyor,Lise,Bekar,Hayır,Yeni,Ret
881,28,14273,8797,60,28126,1.97,Emekli,Lise,Evli,Hayır,Yeni,Onay
882,36,19051,11058,18,14901,0.78,İşsiz,Doktora,Dul,Evet,Temiz,Onay
883,34,8815,69947,48,3053,0.35,İşsiz,Lisans,Evli,Evet,Temiz,Onay
884,52,17179,8917,48,11185,0.65,Emekli,Yüksek,Bekar,Evet,Yeni,Onay
885,62,16512,48504,72,27675,1.68,Emekli,Doktora,Bekar,Evet,Gecikmeli,Ret
886,32,8767,25462,72,17094,1.95,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Ret
887,58,19290,66565,48,1971,0.1,Öğrenci,Lisans,Bekar,Hayır,Temiz,Ret
888,21,8214,20440,48,8972,1.09,Emekli,Yüksek,Dul,Evet,Temiz,Ret
889,57,9010,59485,18,14238,1.58,Çalışıyor,Lise,Evli,Hayır,Temiz,Onay
890,32,7288,68542,12,7535,1.03,Emekli,Yüksek,Dul,Evet,Yeni,Ret
891,26,5325,60834,12,6,0.0,İşsiz,Doktora,Bekar,Evet,Temiz,Onay
892,44,17327,17128,12,28962,1.67,Emekli,Yüksek,Bekar,Hayır,Temiz,Onay
893,45,2122,57640,48,153,0.07,İşsiz,Lisans,Dul,Evet,Gecikmeli,Ret
894,19,8682,15868,48,10823,1.25,Çalışıyor,Yüksek,Dul,Hayır,Yeni,Ret
895,43,11939,54551,18,8750,0.73,Öğrenci,Lisans,Bekar,Evet,Yeni,Onay
896,30,6259,22848,60,1858,0.3,Emekli,Doktora,Dul,Evet,Temiz,Ret
897,42,11195,65273,18,19582,1.75,Öğrenci,Lise,Bekar,Evet,Gecikmeli,Ret
898,60,10732,40278,60,2071,0.19,Emekli,Yüksek,Bekar,Evet,Gecikmeli,Ret
899,38,6558,20346,72,3956,0.6,Emekli,Yüksek,Dul,Evet,Gecikmeli,Ret
900,56,18915,31983,12,30849,1.63,Çalışıyor,Lisans,Dul,Evet,Yeni,Onay
901,56,8663,26693,18,9360,1.08,Emekli,Lise,Dul,Evet,Temiz,Onay
902,55,15683,56111,36,25076,1.6,İşsiz,Lisans,Bekar,Hayır,Gecikmeli,Ret
903,48,11035,52083,36,16366,1.48,Öğrenci,Lise,Dul,Evet,Temiz,Onay
904,58,14346,12458,24,22496,1.57,Emekli,Lisans,Bekar,Evet,Yeni,Onay
905,63,14416,31674,12,25594,1.78,İşsiz,Doktora,Dul,Evet,Temiz,Onay
906,62,2284,20246,60,1375,0.6,Öğrenci,Doktora,Bekar,Evet,Gecikmeli,Ret
907,38,3774,31050,36,3684,0.98,Öğrenci,Lise,Evli,Hayır,Temiz,Ret
908,20,4391,40032,48,6889,1.57,İşsiz,Doktora,Bekar,Hayır,Yeni,Ret
909,55,3842,44812,72,7657,1.99,Emekli,Yüksek,Bekar,Evet,Yeni,Ret
910,58,4697,14265,48,1670,0.36,İşsiz,Doktora,Evli,Hayır,Yeni,Onay
911,19,8719,60190,48,3884,0.45,Çalışıyor,Yüksek,Evli,Hayır,Yeni,Ret
912,36,6928,37627,72,11027,1.59,İşsiz,Doktora,Evli,Evet,Yeni,Ret
913,33,9140,53807,24,6794,0.74,İşsiz,Lisans,Dul,Evet,Gecikmeli,Ret
914,39,10505,41508,48,1761,0.17,İşsiz,Doktora,Bekar,Hayır,Temiz,Onay
915,53,19660,20881,60,16173,0.82,Çalışıyor,Lisans,Dul,Hayır,Yeni,Onay
916,40,15841,67246,24,22606,1.43,İşsiz,Lise,Dul,Evet,Yeni,Ret
917,42,16970,57737,12,200,0.01,Emekli,Lise,Dul,Hayır,Temiz,Onay
918,26,5691,55861,48,10172,1.79,Öğrenci,Doktora,Bekar,Hayır,Gecikmeli,Ret
919,25,18722,35937,72,22831,1.22,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
920,33,17437,7448,18,6355,0.36,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
921,27,8899,23824,48,6027,0.68,Emekli,Doktora,Dul,Hayır,Temiz,Onay
922,52,12852,32368,72,13482,1.05,Çalışıyor,Yüksek,Evli,Hayır,Temiz,Onay
923,25,6460,50596,60,3683,0.57,İşsiz,Doktora,Dul,Evet,Temiz,Ret
924,59,17042,12429,18,32439,1.9,Öğrenci,Yüksek,Dul,Hayır,Yeni,Ret
925,46,8288,34773,12,955,0.12,Çalışıyor,Doktora,Bekar,Evet,Temiz,Onay
926,64,5583,53069,72,7533,1.35,Emekli,Lisans,Bekar,Hayır,Yeni,Ret
927,44,16622,16952,24,17376,1.05,Çalışıyor,Lise,Bekar,Hayır,Yeni,Ret
928,24,9618,33982,36,580,0.06,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
929,41,16143,25868,72,2849,0.18,İşsiz,Lisans,Dul,Hayır,Yeni,Ret
930,60,3831,14575,36,6430,1.68,Çalışıyor,Yüksek,Evli,Hayır,Temiz,Ret
931,20,9813,31674,60,6408,0.65,Çalışıyor,Yüksek,Dul,Evet,Temiz,Onay
932,30,6671,18123,18,5176,0.78,Öğrenci,Lise,Evli,Hayır,Yeni,Onay
933,24,13889,49765,24,13297,0.96,Öğrenci,Doktora,Evli,Evet,Gecikmeli,Ret
934,28,13074,30732,24,25785,1.97,İşsiz,Lisans,Bekar,Evet,Yeni,Ret
935,23,17661,32006,12,34544,1.96,Çalışıyor,Lise,Evli,Hayır,Temiz,Onay
936,29,9358,52260,72,69,0.01,İşsiz,Doktora,Evli,Hayır,Yeni,Ret
937,65,10040,19299,12,14715,1.47,Çalışıyor,Yüksek,Bekar,Hayır,Yeni,Ret
938,34,7458,54359,72,5075,0.68,İşsiz,Lisans,Dul,Evet,Yeni,Onay
939,26,11199,47231,60,3434,0.31,Çalışıyor,Lise,Bekar,Hayır,Gecikmeli,Onay
940,50,17650,21501,12,9181,0.52,Öğrenci,Lisans,Dul,Hayır,Gecikmeli,Ret
941,51,5458,58313,24,4022,0.74,Emekli,Lise,Dul,Evet,Yeni,Ret
942,39,6326,35897,18,10253,1.62,Emekli,Doktora,Bekar,Evet,Temiz,Ret
943,52,4600,22120,72,5276,1.15,Çalışıyor,Yüksek,Evli,Hayır,Gecikmeli,Onay
944,49,18713,54256,24,26224,1.4,Çalışıyor,Lise,Dul,Hayır,Yeni,Ret
945,58,16715,9748,18,15700,0.94,Emekli,Yüksek,Bekar,Hayır,Yeni,Onay
946,42,2788,6850,48,776,0.28,Öğrenci,Lisans,Bekar,Evet,Gecikmeli,Ret
947,51,5214,63625,36,861,0.17,Emekli,Lise,Dul,Hayır,Gecikmeli,Onay
948,63,6541,6103,60,11268,1.72,Öğrenci,Yüksek,Dul,Hayır,Yeni,Ret
949,22,10129,22309,18,17476,1.73,Çalışıyor,Lisans,Bekar,Evet,Temiz,Onay
950,35,10705,46661,12,16749,1.56,Emekli,Lisans,Bekar,Evet,Temiz,Onay
951,50,17796,43992,12,24559,1.38,Öğrenci,Doktora,Dul,Hayır,Yeni,Ret
952,57,9418,60480,12,14165,1.5,İşsiz,Yüksek,Dul,Evet,Temiz,Onay
953,39,18295,58856,24,29962,1.64,Öğrenci,Lisans,Bekar,Evet,Yeni,Ret
954,27,5732,41371,36,398,0.07,Emekli,Lisans,Dul,Hayır,Gecikmeli,Ret
955,43,5276,22529,72,9342,1.77,İşsiz,Lisans,Evli,Evet,Temiz,Ret
956,21,7956,49807,72,7498,0.94,Öğrenci,Yüksek,Bekar,Hayır,Yeni,Ret
957,48,16744,6870,72,20472,1.22,Emekli,Lisans,Dul,Evet,Gecikmeli,Ret
958,24,12612,46441,60,9357,0.74,Emekli,Yüksek,Dul,Evet,Temiz,Onay
959,49,15102,43083,60,10372,0.69,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
960,33,12678,10453,48,9095,0.72,Çalışıyor,Lisans,Bekar,Evet,Temiz,Onay
961,19,15938,6423,72,28606,1.79,Çalışıyor,Lise,Evli,Evet,Gecikmeli,Onay
962,48,12957,40789,72,14447,1.11,İşsiz,Doktora,Evli,Hayır,Temiz,Onay
963,59,9370,66385,24,12180,1.3,Emekli,Yüksek,Bekar,Hayır,Yeni,Ret
964,23,10875,43365,24,19171,1.76,Çalışıyor,Lisans,Dul,Evet,Temiz,Ret
965,24,6152,58104,18,3439,0.56,İşsiz,Lise,Bekar,Hayır,Gecikmeli,Onay
966,20,10992,20378,12,12316,1.12,Öğrenci,Lise,Dul,Evet,Gecikmeli,Ret
967,32,13641,47518,72,13561,0.99,Çalışıyor,Lise,Evli,Hayır,Gecikmeli,Ret
968,51,14635,50539,36,16003,1.09,Çalışıyor,Yüksek,Evli,Hayır,Yeni,Ret
969,52,19526,8272,18,11270,0.58,Çalışıyor,Yüksek,Bekar,Evet,Yeni,Onay
970,46,16516,33371,48,23847,1.44,İşsiz,Yüksek,Evli,Hayır,Temiz,Onay
971,20,13478,18875,18,4390,0.33,Öğrenci,Lisans,Bekar,Evet,Yeni,Onay
972,30,4811,57296,60,744,0.15,Çalışıyor,Doktora,Bekar,Hayır,Temiz,Onay
973,48,9733,5088,60,6694,0.69,İşsiz,Doktora,Dul,Hayır,Yeni,Onay
974,30,15195,24008,18,8592,0.57,Emekli,Lise,Bekar,Evet,Yeni,Ret
975,64,9404,8370,48,14271,1.52,Çalışıyor,Lise,Evli,Hayır,Temiz,Onay
976,36,19820,68462,36,28939,1.46,İşsiz,Yüksek,Evli,Hayır,Yeni,Ret
977,43,10250,6153,60,19982,1.95,Emekli,Lise,Dul,Evet,Gecikmeli,Ret
978,55,6240,40571,48,240,0.04,Emekli,Lise,Dul,Hayır,Gecikmeli,Ret
979,31,3085,18316,60,5976,1.94,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
980,51,3773,14857,60,1815,0.48,Emekli,Yüksek,Bekar,Evet,Yeni,Ret
981,23,16003,26520,18,27334,1.71,Çalışıyor,Lisans,Bekar,Hayır,Gecikmeli,Ret
982,58,8820,25019,60,8613,0.98,Öğrenci,Doktora,Dul,Hayır,Gecikmeli,Onay
983,58,16787,44998,12,7620,0.45,Emekli,Doktora,Dul,Evet,Yeni,Ret
984,44,9469,12816,12,5227,0.55,Çalışıyor,Lisans,Bekar,Hayır,Gecikmeli,Ret
985,22,6951,23299,72,6908,0.99,Emekli,Yüksek,Evli,Evet,Gecikmeli,Ret
986,57,13312,48018,36,13307,1.0,Emekli,Doktora,Dul,Evet,Yeni,Onay
987,47,16017,57908,12,22567,1.41,Öğrenci,Lise,Evli,Evet,Gecikmeli,Ret
988,53,10998,47468,72,1508,0.14,İşsiz,Doktora,Dul,Evet,Yeni,Ret
989,43,4337,64490,60,2028,0.47,Çalışıyor,Yüksek,Evli,Evet,Temiz,Ret
990,54,8462,46848,36,6360,0.75,Emekli,Doktora,Bekar,Evet,Yeni,Onay
991,64,9482,40720,36,10572,1.11,İşsiz,Lise,Evli,Hayır,Temiz,Ret
992,34,10018,63639,24,6627,0.66,Çalışıyor,Lisans,Evli,Evet,Temiz,Onay
993,54,17725,60975,60,6095,0.34,İşsiz,Lise,Dul,Hayır,Gecikmeli,Ret
994,58,7194,59136,18,11200,1.56,İşsiz,Lisans,Dul,Evet,Temiz,Ret
995,63,9244,21826,60,6458,0.7,Çalışıyor,Lise,Evli,Evet,Gecikmeli,Ret
996,60,15528,61332,72,5232,0.34,Emekli,Lisans,Bekar,Hayır,Gecikmeli,Ret
997,49,19070,29927,72,14165,0.74,İşsiz,Yüksek,Evli,Evet,Gecikmeli,Ret
998,24,16782,34524,12,13714,0.82,Emekli,Lise,Bekar,Hayır,Temiz,Onay
999,20,18760,29052,48,37041,1.97,Emekli,Doktora,Dul,Hayır,Gecikmeli,Ret
1000,19,4242,35734,24,1881,0.44,Öğrenci,Lise,Dul,Evet,Yeni,Onay
1001,56,17328,45153,48,25289,1.46,Çalışıyor,Doktora,Bekar,Evet,Temiz,Onay
1002,59,2452,64555,36,3538,1.44,Çalışıyor,Yüksek,Evli,Evet,Temiz,Ret
1003,42,9944,63099,18,17239,1.73,İşsiz,Lise,Evli,Evet,Temiz,Onay
1004,59,15143,13509,18,27736,1.83,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
1005,26,16549,44909,48,22792,1.38,Öğrenci,Yüksek,Evli,Hayır,Yeni,Ret
1006,35,3571,23146,48,4460,1.25,İşsiz,Yüksek,Evli,Hayır,Yeni,Ret
1007,25,5063,51277,60,4209,0.83,Emekli,Lisans,Dul,Evet,Temiz,Ret
1008,26,16981,48570,48,22742,1.34,İşsiz,Lise,Bekar,Evet,Yeni,Ret
1009,36,8023,51064,36,11108,1.38,Çalışıyor,Lise,Dul,Hayır,Gecikmeli,Ret
1010,61,8300,52526,24,13906,1.68,Çalışıyor,Yüksek,Evli,Evet,Yeni,Ret
1011,29,9922,35229,12,6814,0.69,Öğrenci,Yüksek,Dul,Evet,Gecikmeli,Ret
1012,44,2145,11902,36,70,0.03,Emekli,Yüksek,Bekar,Evet,Temiz,Ret
1013,59,15586,26624,24,3310,0.21,Çalışıyor,Doktora,Evli,Evet,Gecikmeli,Ret
1014,18,13428,11822,72,25160,1.87,Çalışıyor,Yüksek,Bekar,Hayır,Temiz,Onay
1015,60,4276,62627,36,3680,0.86,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
1016,61,6527,44067,60,10358,1.59,Çalışıyor,Doktora,Evli,Hayır,Yeni,Onay
1017,33,18859,35108,24,24400,1.29,Çalışıyor,Lisans,Dul,Evet,Temiz,Onay
1018,19,18748,62923,12,29219,1.56,Emekli,Doktora,Bekar,Hayır,Yeni,Ret
1019,38,8287,33290,60,14645,1.77,Öğrenci,Lise,Evli,Hayır,Yeni,Onay
1020,30,14621,35772,48,7508,0.51,Emekli,Lise,Dul,Hayır,Yeni,Ret
1021,62,6155,10552,60,4669,0.76,Öğrenci,Lise,Dul,Evet,Temiz,Onay
1022,20,13243,24377,48,20028,1.51,Çalışıyor,Doktora,Bekar,Evet,Yeni,Ret
1023,57,14288,59315,48,2467,0.17,İşsiz,Yüksek,Evli,Evet,Yeni,Ret
1024,56,8492,29312,60,2571,0.3,Öğrenci,Lisans,Evli,Evet,Temiz,Onay
1025,40,4625,42546,24,2762,0.6,Çalışıyor,Doktora,Bekar,Hayır,Temiz,Onay
1026,55,7821,7343,18,10340,1.32,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1027,26,4505,69078,72,5502,1.22,Öğrenci,Lisans,Bekar,Evet,Yeni,Ret
1028,56,8596,12738,36,10869,1.26,Öğrenci,Lise,Bekar,Hayır,Temiz,Ret
1029,49,2391,10296,72,3862,1.62,İşsiz,Yüksek,Bekar,Hayır,Yeni,Ret
1030,37,12612,47235,48,1177,0.09,Çalışıyor,Lise,Bekar,Hayır,Temiz,Onay
1031,36,5836,30100,48,6448,1.1,Çalışıyor,Lisans,Dul,Evet,Temiz,Ret
1032,22,7534,24639,12,14551,1.93,Öğrenci,Lisans,Dul,Evet,Temiz,Ret
1033,41,12909,6519,12,13610,1.05,Çalışıyor,Lise,Dul,Evet,Yeni,Onay
1034,43,9363,57650,48,12236,1.31,Çalışıyor,Yüksek,Dul,Evet,Temiz,Onay
1035,38,2196,7708,48,491,0.22,Öğrenci,Lisans,Bekar,Evet,Gecikmeli,Ret
1036,61,3680,31404,12,7012,1.91,Öğrenci,Doktora,Dul,Evet,Temiz,Ret
1037,62,2407,41034,60,1050,0.44,İşsiz,Yüksek,Evli,Evet,Yeni,Ret
1038,59,16067,45823,24,19538,1.22,Çalışıyor,Lise,Evli,Evet,Yeni,Ret
1039,62,18469,27540,18,20788,1.13,Emekli,Yüksek,Dul,Evet,Temiz,Onay
1040,54,11820,28761,48,16011,1.35,Çalışıyor,Doktora,Dul,Hayır,Yeni,Ret
1041,40,17464,68708,36,5417,0.31,Çalışıyor,Lisans,Evli,Evet,Gecikmeli,Onay
1042,52,18123,60640,48,17391,0.96,Çalışıyor,Yüksek,Dul,Evet,Temiz,Onay
1043,33,19673,16121,72,23910,1.22,İşsiz,Lisans,Dul,Evet,Yeni,Ret
1044,30,9566,36712,48,5995,0.63,İşsiz,Doktora,Evli,Evet,Temiz,Onay
1045,45,16621,52626,72,14958,0.9,Çalışıyor,Lisans,Dul,Evet,Yeni,Ret
1046,31,16419,5856,12,12134,0.74,Öğrenci,Doktora,Bekar,Hayır,Temiz,Onay
1047,44,15993,26707,18,20967,1.31,Emekli,Lise,Evli,Hayır,Temiz,Onay
1048,37,15264,22604,72,29080,1.91,Öğrenci,Lise,Evli,Evet,Gecikmeli,Ret
1049,36,17906,25426,18,4453,0.25,Emekli,Lisans,Dul,Hayır,Temiz,Ret
1050,57,18519,60022,36,29839,1.61,Öğrenci,Yüksek,Bekar,Evet,Gecikmeli,Ret
1051,36,12844,6515,36,21243,1.65,Öğrenci,Yüksek,Bekar,Evet,Gecikmeli,Ret
1052,34,4371,36857,18,1892,0.43,Öğrenci,Doktora,Dul,Hayır,Temiz,Onay
1053,61,9705,19406,48,1499,0.15,Çalışıyor,Doktora,Dul,Hayır,Yeni,Ret
1054,38,6762,45779,18,2059,0.3,Emekli,Lisans,Dul,Hayır,Temiz,Onay
1055,38,15100,46641,36,27671,1.83,İşsiz,Lisans,Bekar,Evet,Yeni,Ret
1056,23,7664,55402,24,14854,1.94,İşsiz,Doktora,Evli,Evet,Yeni,Ret
1057,29,14131,9977,48,1030,0.07,Öğrenci,Lise,Evli,Hayır,Yeni,Ret
1058,53,5011,52029,12,4757,0.95,Çalışıyor,Lise,Bekar,Hayır,Gecikmeli,Ret
1059,58,9424,5381,24,8370,0.89,Emekli,Lisans,Evli,Hayır,Gecikmeli,Ret
1060,32,2541,29905,12,4569,1.8,İşsiz,Lise,Dul,Evet,Yeni,Ret
1061,52,11854,16633,48,8673,0.73,Çalışıyor,Doktora,Dul,Evet,Temiz,Onay
1062,44,7272,40978,12,14038,1.93,İşsiz,Lise,Bekar,Evet,Temiz,Ret
1063,57,19773,51456,48,39510,2.0,İşsiz,Yüksek,Dul,Evet,Gecikmeli,Ret
1064,32,2369,6390,48,880,0.37,İşsiz,Doktora,Evli,Evet,Gecikmeli,Ret
1065,25,17122,53546,18,5417,0.32,Çalışıyor,Lisans,Dul,Hayır,Yeni,Ret
1066,48,8843,12008,60,10051,1.14,Emekli,Lise,Evli,Hayır,Yeni,Ret
1067,54,14426,34051,18,26546,1.84,Çalışıyor,Lisans,Evli,Hayır,Yeni,Ret
1068,59,13232,64607,60,11310,0.85,Öğrenci,Yüksek,Evli,Evet,Yeni,Onay
1069,62,8502,19508,12,1690,0.2,Emekli,Yüksek,Evli,Evet,Temiz,Onay
1070,51,4234,53559,36,6162,1.46,Emekli,Lise,Bekar,Hayır,Yeni,Onay
1071,21,2732,10499,24,26,0.01,Emekli,Doktora,Bekar,Hayır,Gecikmeli,Ret
1072,18,3596,62703,24,1379,0.38,İşsiz,Lisans,Dul,Evet,Yeni,Ret
1073,45,4027,52942,48,1644,0.41,Öğrenci,Lise,Bekar,Evet,Gecikmeli,Ret
1074,62,10140,22644,24,3522,0.35,Emekli,Yüksek,Dul,Hayır,Temiz,Onay
1075,34,9116,40772,48,16382,1.8,Emekli,Lisans,Dul,Evet,Yeni,Ret
1076,20,4071,65166,24,1129,0.28,Çalışıyor,Doktora,Dul,Hayır,Gecikmeli,Onay
1077,44,9515,45041,18,10946,1.15,Öğrenci,Lise,Evli,Hayır,Temiz,Onay
1078,33,5041,67012,48,7100,1.41,Emekli,Yüksek,Evli,Hayır,Yeni,Ret
1079,38,12176,29164,48,16767,1.38,İşsiz,Lise,Dul,Evet,Temiz,Onay
1080,61,7395,35557,48,4479,0.61,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Onay
1081,41,19320,27601,24,24360,1.26,Çalışıyor,Doktora,Bekar,Evet,Temiz,Onay
1082,46,2810,27090,18,5516,1.96,Çalışıyor,Yüksek,Dul,Hayır,Temiz,Ret
1083,34,6753,11017,36,1108,0.16,Çalışıyor,Lise,Dul,Evet,Yeni,Onay
1084,42,4952,47733,18,1115,0.23,Emekli,Lise,Bekar,Evet,Yeni,Ret
1085,25,16923,17062,24,11596,0.69,Emekli,Doktora,Evli,Evet,Temiz,Onay
1086,65,19760,56012,24,26508,1.34,Çalışıyor,Doktora,Bekar,Evet,Gecikmeli,Ret
1087,31,14518,33394,36,9177,0.63,Öğrenci,Lisans,Dul,Hayır,Gecikmeli,Ret
1088,57,8334,25608,60,12905,1.55,Çalışıyor,Yüksek,Bekar,Hayır,Gecikmeli,Ret
1089,62,15102,25953,48,27251,1.8,Çalışıyor,Lise,Dul,Hayır,Yeni,Ret
1090,23,15422,39966,48,23628,1.53,İşsiz,Doktora,Dul,Evet,Gecikmeli,Onay
1091,46,11635,57639,72,16080,1.38,İşsiz,Doktora,Dul,Evet,Yeni,Ret
1092,22,11503,53539,48,18165,1.58,Öğrenci,Doktora,Dul,Evet,Yeni,Ret
1093,30,7194,45042,36,10323,1.43,Emekli,Lise,Bekar,Hayır,Gecikmeli,Ret
1094,57,16594,42033,48,26132,1.57,Emekli,Lise,Bekar,Evet,Temiz,Onay
1095,61,16015,33667,60,1427,0.09,İşsiz,Yüksek,Dul,Hayır,Gecikmeli,Onay
1096,29,19389,33983,36,1172,0.06,Emekli,Lisans,Evli,Hayır,Yeni,Onay
1097,41,14446,25871,72,26210,1.81,Emekli,Lisans,Dul,Evet,Gecikmeli,Ret
1098,25,16857,15637,48,22615,1.34,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
1099,38,19675,62117,72,20724,1.05,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
1100,63,8372,58168,18,15611,1.86,İşsiz,Lise,Bekar,Hayır,Temiz,Ret
1101,42,6492,50900,24,31,0.0,Emekli,Lisans,Evli,Evet,Gecikmeli,Ret
1102,42,6822,52147,18,7761,1.14,İşsiz,Yüksek,Bekar,Hayır,Temiz,Ret
1103,47,7673,34422,24,14223,1.85,İşsiz,Lisans,Bekar,Evet,Temiz,Ret
1104,64,5974,53099,72,10414,1.74,Öğrenci,Doktora,Bekar,Hayır,Temiz,Ret
1105,39,10218,35501,18,14472,1.42,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1106,50,10214,69659,36,6135,0.6,Çalışıyor,Lisans,Bekar,Evet,Gecikmeli,Ret
1107,55,19562,42299,18,20085,1.03,Emekli,Lise,Dul,Evet,Gecikmeli,Ret
1108,35,14229,67360,48,21155,1.49,İşsiz,Lisans,Dul,Hayır,Temiz,Onay
1109,20,16448,21528,24,17683,1.08,Emekli,Yüksek,Dul,Hayır,Yeni,Ret
1110,51,7480,18928,18,3654,0.49,İşsiz,Lise,Bekar,Hayır,Gecikmeli,Ret
1111,30,6863,16942,18,1515,0.22,Öğrenci,Lise,Evli,Evet,Temiz,Onay
1112,31,8521,62180,60,10229,1.2,İşsiz,Yüksek,Evli,Hayır,Gecikmeli,Ret
1113,49,2771,30051,36,1785,0.64,Emekli,Lisans,Dul,Evet,Yeni,Ret
1114,18,15715,67064,36,3739,0.24,İşsiz,Lisans,Evli,Hayır,Yeni,Ret
1115,54,11057,36712,36,19300,1.75,Öğrenci,Doktora,Dul,Evet,Gecikmeli,Ret
1116,64,19745,28087,72,19612,0.99,Öğrenci,Lisans,Dul,Evet,Yeni,Onay
1117,40,14463,37452,18,13391,0.93,Çalışıyor,Lisans,Bekar,Hayır,Yeni,Onay
1118,34,12890,20296,24,19521,1.51,Öğrenci,Yüksek,Dul,Evet,Yeni,Ret
1119,36,19891,36285,12,1859,0.09,İşsiz,Doktora,Dul,Hayır,Yeni,Ret
1120,46,3517,65292,24,5594,1.59,İşsiz,Lisans,Evli,Hayır,Gecikmeli,Ret
1121,29,10855,48421,48,13292,1.22,Çalışıyor,Lise,Dul,Evet,Gecikmeli,Onay
1122,20,13155,36201,36,18201,1.38,İşsiz,Doktora,Bekar,Evet,Yeni,Ret
1123,27,2145,23081,12,3568,1.66,Çalışıyor,Yüksek,Evli,Evet,Gecikmeli,Ret
1124,32,9529,55146,12,4520,0.47,Çalışıyor,Lise,Dul,Hayır,Gecikmeli,Ret
